wave,Ccdom_2,Ccdom_3,Ccdom_bleach,cdom_2_bleach,cdom_2_bleach2,cdom_2,cdom,chaet_bleach,chaet,chaet_2,MQ_blank_2,MQ_blank_3,MQ_bleach,MQ_frosted,MQ_zero
587,-0.013678721,0.003025374,-0.011019334,-0.013105038,-0.008609503,-0.00296961,-0.003522168,-0.006640648,-0.002612048,0.022983145,-0.005607917,-0.014351137,-0.021675861,-0.029291036,-0.000152286
586,-0.013673052,0.003360724,-0.009879278,-0.012745974,-0.008141689,-0.002322996,-0.003322253,-0.006674961,-0.002478588,0.022116536,-0.004755524,-0.013843236,-0.021466492,-0.029121473,4.50E-05
585,-0.014357398,0.003154373,-0.010244309,-0.013422243,-0.008769354,-0.002196555,-0.003226835,-0.006814986,-0.002720773,0.02237159,-0.00573296,-0.014128082,-0.022119585,-0.029378911,-0.000992369
584,-0.013364112,0.003414884,-0.010792946,-0.012936573,-0.008306639,-0.002113254,-0.00281908,-0.00673588,-0.002445384,0.022354364,-0.00521334,-0.01419428,-0.021353982,-0.028405903,0.000420929
583,-0.014513546,0.002734304,-0.011507808,-0.013510429,-0.008883954,-0.003509843,-0.003487862,-0.006966584,-0.003322304,0.021685567,-0.005820933,-0.014805758,-0.021923523,-0.029341171,-0.000396237
582,-0.014177743,0.002954973,-0.011200047,-0.013612697,-0.008285459,-0.002762238,-0.003193071,-0.007024304,-0.003925929,0.021844238,-0.006374877,-0.014544588,-0.022039626,-0.029940015,-5.67E-05
581,-0.013940663,0.002956276,-0.010732947,-0.013592577,-0.008523057,-0.002718715,-0.003154217,-0.007000819,-0.003773113,0.021604648,-0.005582669,-0.014668886,-0.022214435,-0.029740974,-0.000595383
580,-0.01474546,0.002353732,-0.01085218,-0.013275646,-0.009997481,-0.002951561,-0.003253453,-0.006399722,-0.003927827,0.021624781,-0.006031087,-0.014538229,-0.022368029,-0.029706456,0.000166997
579,-0.013318174,0.00375521,-0.010390013,-0.013533063,-0.008312632,-0.00228669,-0.00245048,-0.006520916,-0.003680925,0.021324839,-0.005059389,-0.013474445,-0.022073286,-0.029097119,-1.05E-05
578,-0.013540791,0.003528496,-0.011048508,-0.01262384,-0.00848361,-0.002483324,-0.00283878,-0.006832519,-0.00392439,0.021695498,-0.005152308,-0.014115003,-0.022005424,-0.028986134,-0.000307158
577,-0.01355138,0.003261292,-0.010582356,-0.013577875,-0.008664061,-0.002911091,-0.003271746,-0.006481287,-0.003723428,0.02045738,-0.005497255,-0.013599852,-0.021984655,-0.028553154,-0.000618493
576,-0.013446538,0.003065597,-0.010428832,-0.012691674,-0.008048341,-0.00231043,-0.00257942,-0.00599606,-0.003439429,0.020749418,-0.005377309,-0.013977662,-0.021559512,-0.028691923,-0.000562138
575,-0.013605221,0.003655713,-0.010094054,-0.012637317,-0.007710044,-0.001958922,-0.002964262,-0.006172239,-0.003995648,0.020591499,-0.004953808,-0.013856174,-0.021452349,-0.029039742,0.000631196
574,-0.013638285,0.003119069,-0.01009805,-0.01276367,-0.00889207,-0.002553121,-0.002986886,-0.006474503,-0.004200124,0.020757753,-0.005786297,-0.014059922,-0.021964574,-0.028608125,7.96E-05
573,-0.014232059,0.003349481,-0.009979773,-0.01272878,-0.008169227,-0.002243737,-0.002907439,-0.00654203,-0.004512217,0.021172201,-0.00547292,-0.01434718,-0.022724437,-0.028401248,0.000251918
572,-0.013154464,0.00309172,-0.009992928,-0.012127408,-0.007913795,-0.00266752,-0.002511584,-0.005577405,-0.003559963,0.021787893,-0.005008112,-0.013981522,-0.022124013,-0.028917165,-0.000138727
571,-0.014260666,0.002894721,-0.010097545,-0.013479915,-0.008497166,-0.002758791,-0.003669682,-0.006409313,-0.003852145,0.021512184,-0.005459475,-0.014558856,-0.022111319,-0.028963033,-0.000535044
570,-0.014076511,0.002742849,-0.010556637,-0.013186407,-0.008785793,-0.002545452,-0.0031187,-0.005771431,-0.003601964,0.021562507,-0.005230987,-0.014517351,-0.021995088,-0.029664826,-0.000226391
569,-0.013146879,0.003395187,-0.009768788,-0.01259618,-0.00803223,-0.002138087,-0.002339114,-0.005508399,-0.002946265,0.022765648,-0.005009903,-0.013692166,-0.021530841,-0.028548548,0.000444716
568,-0.012668394,0.003500469,-0.010218823,-0.012803786,-0.006973258,-0.001978919,-0.00255801,-0.00572177,-0.001591398,0.022697428,-0.005085435,-0.013524582,-0.02162572,-0.028730109,0.000666972
567,-0.013928179,0.002467484,-0.010588874,-0.013297889,-0.009093138,-0.002927907,-0.00355529,-0.006892499,-0.002819851,0.02231553,-0.005584816,-0.01429864,-0.022123128,-0.029132027,-0.000476299
566,-0.01333178,0.003168688,-0.010624189,-0.012593313,-0.008460611,-0.002475088,-0.00240744,-0.005603982,-0.002448164,0.023500923,-0.006120174,-0.0136428,-0.021577396,-0.029711097,-0.000325627
565,-0.013799656,0.003444263,-0.009999,-0.012482757,-0.008402776,-0.003154628,-0.003137923,-0.00580525,-0.000819501,0.02428513,-0.005435292,-0.013737162,-0.021465702,-0.029339815,-0.000564827
564,-0.013735707,0.00255986,-0.010862228,-0.013529299,-0.008469699,-0.002430248,-0.002568818,-0.00579631,-0.000905065,0.024827214,-0.005698062,-0.014230706,-0.022172326,-0.029070973,-0.000301519
563,-0.013811894,0.002905874,-0.01066233,-0.012521893,-0.00924972,-0.002927958,-0.003398799,-0.00610925,0.000379576,0.025071962,-0.005430844,-0.014272039,-0.021879418,-0.029271048,-0.000404202
562,-0.012830578,0.003603767,-0.009685205,-0.012491359,-0.008225112,-0.0027395,-0.002669424,-0.005739449,0.002199187,0.02667634,-0.004702264,-0.014299642,-0.021507388,-0.028080774,6.22E-05
561,-0.013158733,0.002745089,-0.010733099,-0.01284249,-0.008788583,-0.002380616,-0.00299645,-0.006347939,0.002536504,0.026902579,-0.005618752,-0.013967535,-0.02198559,-0.029533187,-0.000367943
560,-0.01299044,0.003889518,-0.010083381,-0.011979767,-0.007615534,-0.002357651,-0.002810284,-0.005861184,0.004017963,0.028887302,-0.005281523,-0.014042729,-0.021403365,-0.028779777,0.000318566
559,-0.013101169,0.003177319,-0.010102653,-0.012428676,-0.008593565,-0.001961242,-0.002714599,-0.00524132,0.004954381,0.029736714,-0.005277687,-0.014297588,-0.021628773,-0.02851277,0.000466586
558,-0.013631713,0.002744047,-0.010963506,-0.013406682,-0.008941521,-0.002851484,-0.003378046,-0.006783947,0.006087224,0.030749915,-0.005968537,-0.014389753,-0.022515081,-0.029085452,-0.000738726
557,-0.013227137,0.003132496,-0.010714309,-0.013096598,-0.008423544,-0.0018614,-0.002991102,-0.005494034,0.007107683,0.03245385,-0.005639756,-0.014085383,-0.021818271,-0.028846102,-0.00012703
556,-0.012814091,0.003307641,-0.009870169,-0.012251644,-0.008050881,-0.002240543,-0.002723859,-0.005441939,0.008757751,0.033740126,-0.004975868,-0.014107786,-0.021823343,-0.028560475,0.00023213
555,-0.012394412,0.003449716,-0.010116664,-0.01244553,-0.008016119,-0.00178051,-0.002754727,-0.005056933,0.010355731,0.035398643,-0.004947154,-0.013627047,-0.021281375,-0.02846157,-9.27E-05
554,-0.012304238,0.003850028,-0.009991814,-0.012788856,-0.008162572,-0.001902329,-0.002631397,-0.004637371,0.01151925,0.036745265,-0.004773037,-0.013967786,-0.021352995,-0.028775174,0.00050818
553,-0.013335847,0.003337247,-0.011009946,-0.013147783,-0.008462388,-0.002878125,-0.002627332,-0.005536463,0.012328886,0.037871894,-0.004789218,-0.013967685,-0.021980274,-0.029261561,-0.000400892
552,-0.012808058,0.003569262,-0.010470376,-0.012590497,-0.008024657,-0.002007521,-0.003037426,-0.005481151,0.012860321,0.038984574,-0.005320903,-0.013934897,-0.021260127,-0.029204689,0.000466353
551,-0.011654651,0.003744034,-0.009963633,-0.012186007,-0.007798584,-0.002361976,-0.002568973,-0.00537061,0.014898544,0.040433429,-0.005349798,-0.014424562,-0.021210432,-0.028465837,0.000300407
550,-0.012449001,0.003656522,-0.009824619,-0.012828718,-0.007982014,-0.002178423,-0.002810593,-0.005332973,0.016093493,0.042109285,-0.005283415,-0.014120365,-0.021647491,-0.028140122,-5.85E-06
549,-0.012734913,0.003876302,-0.009580591,-0.013111819,-0.008348235,-0.002166214,-0.003377788,-0.00462518,0.017601145,0.042979665,-0.005054784,-0.014299242,-0.021769624,-0.028050683,0.000201232
548,-0.012612172,0.003597973,-0.010101692,-0.013236427,-0.008248632,-0.002179814,-0.003105798,-0.005066144,0.019042479,0.044508919,-0.005329648,-0.014018217,-0.021960882,-0.028694734,-0.000733765
547,-0.012645061,0.00310705,-0.01081547,-0.013465209,-0.008481986,-0.002696128,-0.003253196,-0.005785633,0.019870233,0.044665109,-0.006168769,-0.014541884,-0.022312656,-0.029148875,-0.000417081
546,-0.013047014,0.003559814,-0.010893432,-0.013507971,-0.008815776,-0.002423401,-0.003429567,-0.005207048,0.021217974,0.046019517,-0.005538456,-0.014879355,-0.022095526,-0.028774543,-0.000577908
545,-0.013544354,0.003278871,-0.010869601,-0.01356844,-0.00919711,-0.002837802,-0.003418318,-0.005299628,0.022238337,0.047352932,-0.006008519,-0.014918226,-0.02216839,-0.029016837,-0.000171901
544,-0.012308516,0.00378025,-0.009959028,-0.012665326,-0.00866193,-0.002475036,-0.002762804,-0.004958364,0.024157172,0.04919124,-0.005626264,-0.014963945,-0.022022747,-0.028614765,-0.000238189
543,-0.012192853,0.004371364,-0.010496909,-0.01281027,-0.007987808,-0.002264699,-0.002497377,-0.004888901,0.025296982,0.050753649,-0.005641698,-0.014022678,-0.021710778,-0.028039521,-0.000185459
542,-0.012390387,0.00391676,-0.01089838,-0.013381482,-0.007981404,-0.002903068,-0.003483189,-0.004959336,0.025827639,0.051572453,-0.006174281,-0.014354693,-0.021873854,-0.028622812,-0.000675978
541,-0.012438386,0.004028388,-0.01041569,-0.013342173,-0.008450253,-0.002391788,-0.003314547,-0.004795874,0.026674798,0.052509088,-0.005554302,-0.014160105,-0.02236375,-0.028669097,-0.000568136
540,-0.012431543,0.004505471,-0.009844003,-0.012840278,-0.00825874,-0.002825509,-0.002610916,-0.004765663,0.028337836,0.054501172,-0.004913677,-0.014228351,-0.021958718,-0.028163657,0.000111971
539,-0.0125148,0.003472965,-0.01071249,-0.013556799,-0.007828432,-0.002764759,-0.002758534,-0.004689307,0.029765904,0.05439838,-0.006075812,-0.015094724,-0.022117469,-0.028042482,-0.000181112
538,-0.012247265,0.003954846,-0.010213058,-0.013148587,-0.007872209,-0.002474881,-0.002958966,-0.003943167,0.030802209,0.055473886,-0.005205308,-0.01368735,-0.021639559,-0.028547676,5.06E-05
537,-0.011928948,0.004142187,-0.009456601,-0.012661102,-0.007961325,-0.002215305,-0.002409706,-0.00411531,0.032312561,0.05723691,-0.005560078,-0.014244985,-0.021972302,-0.027858108,-8.51E-05
536,-0.012032948,0.004993029,-0.010407754,-0.012699266,-0.008749718,-0.002533099,-0.002646629,-0.004299738,0.03273347,0.057779793,-0.00489873,-0.014968797,-0.021793062,-0.027679777,-0.000443821
535,-0.011944713,0.005338682,-0.009592999,-0.011718757,-0.007846482,-0.001087969,-0.002691137,-0.00342931,0.034525458,0.059583638,-0.004388104,-0.013661413,-0.021528622,-0.02787753,0.000720019
534,-0.011456933,0.00457526,-0.010223729,-0.012383695,-0.008469446,-0.002224164,-0.003198878,-0.004153617,0.035022788,0.061145034,-0.005771124,-0.014598557,-0.021703981,-0.028045345,0.000379473
533,-0.011184406,0.004700245,-0.010606305,-0.012562785,-0.00801246,-0.002569333,-0.002945339,-0.003736004,0.035507962,0.061626326,-0.005291803,-0.014836179,-0.021897633,-0.027896514,0.000797087
532,-0.011509472,0.004720212,-0.010037499,-0.013038976,-0.00843431,-0.002967347,-0.002570517,-0.003691654,0.036588039,0.062103789,-0.005810052,-0.014088039,-0.021830875,-0.027916614,-0.000671429
531,-0.011187132,0.005102707,-0.010147921,-0.012753314,-0.007647633,-0.002285299,-0.002486824,-0.003668193,0.037685998,0.062958032,-0.005117364,-0.014386598,-0.021410955,-0.027535969,0.000217548
530,-0.011311485,0.005546153,-0.009623179,-0.012604981,-0.008116995,-0.002198306,-0.002401159,-0.002923279,0.039412912,0.065141305,-0.005123299,-0.014724841,-0.02157104,-0.027642371,0.000340923
529,-0.011353198,0.005104174,-0.00945037,-0.012239867,-0.0081518,-0.001971189,-0.002276183,-0.003077473,0.039952401,0.065741718,-0.004748662,-0.014657023,-0.0212232,-0.027238246,0.000529069
528,-0.011848903,0.004542693,-0.010196674,-0.01296788,-0.007525227,-0.002116861,-0.002764039,-0.003478926,0.040614106,0.066217847,-0.005619978,-0.013908124,-0.021464076,-0.027612787,0.000307246
527,-0.011841095,0.004768261,-0.010245067,-0.012708669,-0.008448425,-0.002663404,-0.002981025,-0.003924903,0.040904608,0.066650078,-0.0050839,-0.014944187,-0.022292148,-0.027863935,-0.000407254
526,-0.011177595,0.005388581,-0.009866374,-0.012558359,-0.008189347,-0.002113048,-0.002267583,-0.003232539,0.042814538,0.068251103,-0.004531892,-0.014335759,-0.0225314,-0.027634649,-0.000389461
525,-0.012102637,0.004623084,-0.010758352,-0.01316923,-0.008656601,-0.003037221,-0.003156838,-0.003551233,0.042085383,0.068219237,-0.006003923,-0.014830826,-0.022642966,-0.028402703,-0.000252367
524,-0.011085603,0.005956407,-0.010283192,-0.0133613,-0.007822533,-0.002422834,-0.003048531,-0.003517187,0.043883439,0.06906084,-0.005402467,-0.014669837,-0.022124505,-0.028285524,-0.000286515
523,-0.010846424,0.005695573,-0.009986402,-0.012368801,-0.00795975,-0.002089966,-0.003047657,-0.003256125,0.04573803,0.071118943,-0.005458708,-0.015082222,-0.022384206,-0.027129751,-7.25E-05
522,-0.010104625,0.005846093,-0.009376809,-0.011991351,-0.007183365,-0.001540173,-0.001578863,-0.002636492,0.046560362,0.072686151,-0.004229298,-0.013405026,-0.021505268,-0.026842456,0.000468815
521,-0.010823549,0.00527325,-0.009631737,-0.013072887,-0.008414201,-0.00239771,-0.002595528,-0.003269999,0.046901558,0.073073559,-0.005719777,-0.014498124,-0.02224621,-0.027953945,-0.000232446
520,-0.01176955,0.004851521,-0.010571796,-0.013124326,-0.008466704,-0.002620796,-0.003194921,-0.003087652,0.047287725,0.073447458,-0.006241497,-0.014773684,-0.022616921,-0.027955692,7.88E-05
519,-0.011224819,0.005057607,-0.010581295,-0.012742857,-0.007942517,-0.002606593,-0.003073824,-0.002993365,0.04913364,0.074249692,-0.005607508,-0.014745859,-0.022261901,-0.02794579,-4.97E-05
518,-0.011001971,0.005708949,-0.010383897,-0.013008479,-0.00822435,-0.001998657,-0.002730856,-0.002835076,0.050379589,0.075974852,-0.005158294,-0.014747862,-0.022039775,-0.027103877,7.21E-05
517,-0.011009189,0.005497546,-0.010347904,-0.012661806,-0.007873937,-0.00201422,-0.002239925,-0.003216814,0.0514246,0.077206843,-0.005250271,-0.014839381,-0.022311231,-0.027161656,-3.83E-05
516,-0.011396118,0.004919664,-0.011068848,-0.012775886,-0.008415674,-0.002695768,-0.003221028,-0.003316088,0.051545288,0.077423379,-0.005566058,-0.014739454,-0.022474328,-0.028230706,-0.000411392
515,-0.011454967,0.004986195,-0.009920167,-0.012720333,-0.007960309,-0.002460519,-0.002850352,-0.002838985,0.052247651,0.077973001,-0.005004222,-0.014686604,-0.022582863,-0.027754188,-0.000637776
514,-0.010892776,0.005388817,-0.009652042,-0.013173449,-0.008073598,-0.001542907,-0.00234452,-0.002723242,0.054362118,0.080309756,-0.005033853,-0.014562962,-0.022207351,-0.027029159,0.000341493
513,-0.010953005,0.0057676,-0.009630015,-0.01230147,-0.007440855,-0.001859493,-0.002447392,-0.002614981,0.055285536,0.081778899,-0.005105544,-0.014414845,-0.021730477,-0.027203284,7.65E-05
512,-0.011374129,0.005327204,-0.010377679,-0.012715858,-0.00870542,-0.002198822,-0.002304817,-0.002400232,0.056493238,0.082437143,-0.005790895,-0.014961694,-0.022757944,-0.027070314,-0.000532045
511,-0.011407918,0.005581209,-0.010420542,-0.012962402,-0.008631378,-0.0022459,-0.002866502,-0.002164411,0.057501189,0.083108164,-0.005752732,-0.014995256,-0.022651173,-0.027861847,-0.000231721
510,-0.010113376,0.005775575,-0.010037955,-0.013205944,-0.007755511,-0.002050755,-0.003046834,-0.002096304,0.059018094,0.08493048,-0.006001677,-0.014167121,-0.021941835,-0.027040834,0.000313981
509,-0.009836766,0.006609336,-0.00984375,-0.012313951,-0.007399885,-0.002288389,-0.002320112,-0.001364788,0.060368676,0.086812124,-0.00463691,-0.013979567,-0.02193642,-0.026428329,0.000656006
508,-0.010076148,0.006487952,-0.009424382,-0.012280433,-0.007725047,-0.001950728,-0.002686609,-0.001792214,0.061538298,0.087984368,-0.004833968,-0.014616678,-0.021973139,-0.027155187,0.000510979
507,-0.01064465,0.005494925,-0.010547239,-0.013166619,-0.008136506,-0.001837274,-0.002784204,-0.002371605,0.062422123,0.088634148,-0.005466428,-0.015044267,-0.022496499,-0.027337478,-0.000100995
506,-0.0100419,0.006009947,-0.010257506,-0.013104334,-0.008225264,-0.002184965,-0.002627538,-0.001789275,0.063889526,0.090063922,-0.005338598,-0.015016861,-0.022391632,-0.027528049,0.000312297
505,-0.010099618,0.006406479,-0.009451839,-0.012636865,-0.00805327,-0.002089554,-0.002599491,-0.001648238,0.065071113,0.091655843,-0.005268787,-0.014615777,-0.021951089,-0.026873408,-6.58E-05
504,-0.010435352,0.005828935,-0.010711177,-0.013154012,-0.008771485,-0.00264704,-0.003074749,-0.001725491,0.066286989,0.092642836,-0.005684827,-0.015047768,-0.022396745,-0.027988167,-0.000556502
503,-0.009711938,0.007265011,-0.008874874,-0.012134154,-0.007722148,-0.001784531,-0.001768599,-0.00102868,0.068397403,0.095018759,-0.005071005,-0.014503481,-0.021623798,-0.026498474,0.000459356
502,-0.010448139,0.006119041,-0.010585994,-0.01320524,-0.008106019,-0.002770932,-0.002329845,-0.002054568,0.068543233,0.095099822,-0.005869101,-0.014658375,-0.022191463,-0.027383318,-0.000750975
501,-0.009858579,0.006889365,-0.009490996,-0.012663013,-0.007900527,-0.001795204,-0.001515668,-0.001161089,0.071189471,0.096077599,-0.004888901,-0.014399821,-0.022504069,-0.026294244,0.000301184
500,-0.009477674,0.006972744,-0.009294621,-0.012749845,-0.008227398,-0.001689909,-0.002576229,-0.000863422,0.071731985,0.098161228,-0.005215437,-0.014350486,-0.022387305,-0.026535831,-0.000383047
499,-0.009912172,0.00697419,-0.01001362,-0.012612424,-0.00838221,-0.002330771,-0.002469991,-0.001348066,0.072050765,0.098892927,-0.006151465,-0.014611322,-0.02295962,-0.0269826,-0.000370891
498,-0.01010154,0.006720553,-0.010031328,-0.012046343,-0.008215155,-0.002498046,-0.002786622,-0.00129671,0.073476613,0.099561527,-0.005441427,-0.014255205,-0.022636481,-0.026969755,-9.75E-05
497,-0.009667991,0.00639245,-0.009933425,-0.013243759,-0.008736982,-0.00234658,-0.00321409,-0.00068735,0.074738972,0.100718044,-0.005773679,-0.015086423,-0.023471689,-0.026967518,-0.000595383
496,-0.010034767,0.006682119,-0.010378487,-0.012608602,-0.008039498,-0.001714044,-0.002336384,-0.000837483,0.075537533,0.10145276,-0.005278045,-0.014968197,-0.022961436,-0.026434176,-0.000302967
495,-0.009469721,0.008066511,-0.009284638,-0.012236796,-0.007337785,-0.000941539,-0.00132355,0.000697903,0.076867908,0.103901975,-0.00446395,-0.013970393,-0.02203254,-0.025829058,0.000622071
494,-0.009556434,0.007487284,-0.009680041,-0.012656426,-0.007935096,-0.00217559,-0.002079559,-0.000353769,0.077429816,0.103598014,-0.00526311,-0.014385146,-0.022310641,-0.026813449,0.000114845
493,-0.009942736,0.007194788,-0.010026167,-0.013213226,-0.007795075,-0.001864596,-0.002643902,-0.000599416,0.077555224,0.104824491,-0.005391984,-0.01451009,-0.022814192,-0.027078971,0.000131857
492,-0.009415972,0.007209711,-0.009817532,-0.01253497,-0.008053829,-0.001497301,-0.001932792,0.000517328,0.07872586,0.105421275,-0.004842979,-0.014337612,-0.022491731,-0.026659325,-0.000142298
491,-0.009840814,0.006919216,-0.009682674,-0.012608199,-0.007713655,-0.002224473,-0.00216029,-1.33E-05,0.079332218,0.105852634,-0.004877178,-0.014684652,-0.022351556,-0.026357053,-0.000438028
490,-0.009443177,0.006858727,-0.010082673,-0.013487443,-0.008228871,-0.002254861,-0.002297916,0.000448602,0.079308853,0.105782449,-0.006084899,-0.015253256,-0.023101266,-0.027103877,-0.000541145
489,-0.009639535,0.00738103,-0.009784075,-0.012858926,-0.00842583,-0.002348691,-0.002611534,0.000946594,0.080174141,0.106616184,-0.005145606,-0.014932132,-0.022624096,-0.026743891,-1.16E-05
488,-0.009342811,0.007358466,-0.010056419,-0.0124005,-0.008301814,-0.002201139,-0.002216592,0.001084422,0.081101842,0.106557719,-0.005183822,-0.014608718,-0.022338327,-0.026122825,-0.000143954
487,-0.009466023,0.007531267,-0.010398706,-0.013043598,-0.008562754,-0.001932534,-0.002530525,0.000262537,0.081367321,0.107073017,-0.005696835,-0.01480776,-0.022825785,-0.026660737,-5.78E-05
486,-0.00891459,0.007774811,-0.010134114,-0.012368298,-0.008611889,-0.00217595,-0.002544114,0.001386021,0.081652112,0.108187266,-0.005661986,-0.014763025,-0.022026831,-0.025487689,-1.28E-05
485,-0.00940584,0.008005651,-0.00912016,-0.012422688,-0.00748233,-0.002038131,-0.001914906,0.001096074,0.082498111,0.108968005,-0.005125755,-0.014653269,-0.022965463,-0.025992742,0.000396132
484,-0.008569911,0.008509906,-0.008924734,-0.012425557,-0.007290544,-0.002056578,-0.002024321,0.00173778,0.083837807,0.10986378,-0.004931235,-0.013911382,-0.022190036,-0.024904473,0.000394137
483,-0.008932189,0.007163418,-0.009878367,-0.012597839,-0.008166992,-0.002140765,-0.002958863,0.001447727,0.083236448,0.11052379,-0.006200618,-0.014605865,-0.023075838,-0.026413471,-0.000599519
482,-0.008826074,0.007975751,-0.009564284,-0.012732148,-0.00766859,-0.002106505,-0.001838459,0.001582441,0.084922515,0.110760473,-0.00528275,-0.015052919,-0.022201005,-0.026329085,-9.04E-05
481,-0.009171817,0.008185356,-0.009815913,-0.012897475,-0.007889037,-0.002396783,-0.001797266,0.001894839,0.085036598,0.111503556,-0.005377667,-0.015364208,-0.022615545,-0.026163919,-6.81E-05
480,-0.008976261,0.007785616,-0.010111859,-0.013343479,-0.008459087,-0.002490736,-0.0026792,0.001818148,0.086710751,0.113943212,-0.005356087,-0.015007359,-0.022992814,-0.026731672,-0.000356407
479,-0.009126345,0.00737142,-0.009818596,-0.013438356,-0.008796599,-0.00255204,-0.00305033,0.001658805,0.086221352,0.114547513,-0.006415281,-0.015675925,-0.024155715,-0.026394764,-0.000401461
478,-0.008171666,0.008460334,-0.009258842,-0.012255117,-0.007543493,-0.001705999,-0.00239081,0.002938528,0.088841379,0.117522821,-0.005074434,-0.01483733,-0.022511149,-0.02568615,0.000386546
477,-0.008035737,0.009369728,-0.009424332,-0.012170149,-0.007382223,-0.001614867,-0.00193073,0.00292409,0.090918891,0.118491083,-0.005019217,-0.014098966,-0.023203067,-0.025459079,5.33E-06
476,-0.008500771,0.008343524,-0.009762662,-0.012691774,-0.008058911,-0.002223082,-0.002407646,0.002829447,0.090984479,0.119298078,-0.005820678,-0.015410881,-0.022789335,-0.025912078,-0.000383512
475,-0.007911915,0.008749853,-0.009112809,-0.012587479,-0.007392555,-0.0014343,-0.002138911,0.003498486,0.09278509,0.121114798,-0.005373729,-0.015121074,-0.022321656,-0.02590603,2.08E-05
474,-0.007699566,0.009107471,-0.008363826,-0.011359755,-0.007369753,-0.000622267,-0.001629257,0.003852326,0.096453227,0.123856463,-0.004530457,-0.014372374,-0.021638034,-0.024989966,0.000476693
473,-0.007801533,0.009200927,-0.009223112,-0.011648049,-0.007392912,-0.001318801,-0.001589798,0.003943718,0.098167881,0.125241607,-0.005006576,-0.014400772,-0.02220504,-0.025323864,0.000633477
472,-0.007196859,0.00955553,-0.008264481,-0.011850314,-0.007181429,-0.001825055,-0.002073169,0.004568642,0.100450195,0.12657848,-0.004723979,-0.014177543,-0.02249404,-0.02445096,0.000752717
471,-0.006966584,0.009906449,-0.008358443,-0.011805677,-0.006945746,-0.001004146,-0.001405403,0.00456239,0.102379121,0.128984064,-0.005227611,-0.01408007,-0.021145543,-0.024860179,0.000119869
470,-0.007300674,0.009382425,-0.008974739,-0.012074793,-0.006999597,-0.001589644,-0.001776797,0.004445657,0.104095757,0.130649537,-0.005649057,-0.014235266,-0.022324804,-0.025630809,0.000114975
469,-0.008069736,0.00930522,-0.009421647,-0.012730891,-0.008197171,-0.001814744,-0.002183368,0.004037663,0.104460612,0.131511137,-0.005592278,-0.015144425,-0.022853144,-0.026152026,-0.00031528
468,-0.007226189,0.009350499,-0.009025196,-0.012530142,-0.007485842,-0.002249041,-0.00206982,0.005090554,0.105948605,0.133678287,-0.005604544,-0.015248057,-0.022153582,-0.025814179,-0.000600036
467,-0.007017325,0.010065749,-0.008389218,-0.012413029,-0.007398612,-0.002455422,-0.001691044,0.004446389,0.108123638,0.135736749,-0.004860642,-0.014993805,-0.023045301,-0.025524108,0.000297221
466,-0.007956802,0.008911371,-0.00927065,-0.012755124,-0.008001125,-0.003042156,-0.002562076,0.004233953,0.108580634,0.135766402,-0.005956689,-0.015179722,-0.023248807,-0.026232012,-0.000703425
465,-0.007338244,0.009370336,-0.009249973,-0.012215454,-0.007621435,-0.001849853,-0.002215562,0.004625805,0.110469207,0.137745798,-0.005243161,-0.015268601,-0.023051586,-0.025571311,-0.000795523
464,-0.006793428,0.010400723,-0.008817957,-0.01174486,-0.007633339,-0.001274462,-0.001902174,0.005614668,0.111908853,0.139347777,-0.006096845,-0.014993355,-0.023154281,-0.024934538,-0.000345647
463,-0.006527903,0.011073596,-0.007693768,-0.011140306,-0.006562327,-0.001080894,-0.000427115,0.005528875,0.114714555,0.141397446,-0.004525385,-0.014051802,-0.021797396,-0.024543932,0.000266163
462,-0.006142022,0.010231758,-0.008136812,-0.010795724,-0.006560592,-0.001451638,-0.001606872,0.006239482,0.114099048,0.141428024,-0.005168885,-0.014578382,-0.022412725,-0.024918944,4.34E-05
461,-0.00623226,0.01080455,-0.007890867,-0.011372918,-0.006382887,-0.000979094,-0.001642307,0.006313937,0.114998162,0.142878443,-0.005155174,-0.014684152,-0.022497827,-0.024979068,0.000678354
460,-0.006412476,0.011435472,-0.008250105,-0.010692892,-0.007296958,-0.001065556,-0.001337537,0.006757544,0.115449719,0.143637776,-0.004932054,-0.01420861,-0.022181623,-0.024178879,0.000129993
459,-0.006580532,0.010650099,-0.00877529,-0.01194149,-0.00779243,-0.002088215,-0.001548118,0.006345193,0.11593879,0.14299193,-0.005435701,-0.014863347,-0.022731559,-0.025341934,-1.30E-05
458,-0.00677778,0.01112137,-0.008047782,-0.011820741,-0.006759991,-0.002407286,-0.001265118,0.006900122,0.116660528,0.145231634,-0.004747997,-0.014747811,-0.022094689,-0.024907993,0.000434869
457,-0.006098479,0.009760101,-0.008832619,-0.012757788,-0.007121846,-0.00181923,-0.001938977,0.006716872,0.11769373,0.144472793,-0.006262777,-0.015417326,-0.022726942,-0.024976673,-0.000479351
456,-0.006085818,0.011047255,-0.008416943,-0.010933772,-0.006657626,-0.001508961,-0.000984982,0.007541197,0.118186593,0.144678444,-0.004134028,-0.014197036,-0.021908313,-0.02484644,0.000609058
455,-0.006015106,0.011759402,-0.0076457,-0.01154693,-0.006907887,-0.000724927,-0.001026046,0.007838882,0.119174391,0.146142736,-0.005299373,-0.014752366,-0.022315854,-0.023930686,0.00050025
